"title","is_cancer"
"Induction chemotherapy followed by concomitant chemoradiotherapy in the treatment of locoregionally advanced nasopharyngeal cancer.",true
"Weekly carboplatin and paclitaxel followed by concomitant paclitaxel, fluorouracil, and hydroxyurea chemoradiotherapy: curative and organ-preserving therapy for advanced head and neck cancer.",true
"Triple-Negative Breast Cancer: Current Practice and Future Directions.",true
"Biochemical disease-free survival following adjuvant and salvage irradiation after radical prostatectomy.",true
"Tissue/dose compensation to reduce toxicity from combined radiation and chemotherapy for advanced head and neck cancers.",true
"Enhancing quality of prosthetic services with process and outcome information.",true
"Total Synthesis of Propolisbenzofuran B.",true
"Developmental alterations of the respiratory human retrotrapezoid nucleus in sudden unexplained fetal and infant death.",true
"Re-irradiation and external hyperthermia in locally advanced, radiation recurrent, hormone refractory prostate cancer: a preliminary report.",true
"How to engage children in self-administered dietary assessment programmes.",true
"An analysis of the impact of demographic, clinical, and social factors on health-related quality of life.",true
"NCCN Guidelines Insights: Breast Cancer, Version 1.2017.",true
"Concomitant infusional paclitaxel and fluorouracil, oral hydroxyurea, and hyperfractionated radiation for locally advanced squamous head and neck cancer.",true
"Uptake and Usage of IntelliCare: A Publicly Available Suite of Mental Health and Well-Being Apps.",true
"A Step-up Approach for Cell Therapy in Stroke: Translational Hurdles of Bone Marrow-Derived Stem Cells.",true
"Flexible Low-Voltage Organic Thin-Film Transistors Enabled by Low-Temperature, Ambient Solution-Processable Inorganic/Organic Hybrid Gate Dielectrics.",false
"Endocrine Therapy in the Current Management of Postmenopausal Estrogen Receptor-Positive Metastatic Breast Cancer.",true
"NCCN Practice Guidelines for Head and Neck Cancers.",true
"Atherosclerotic Risk Factors and Their Association With Hospital Mortality Among Patients With First Myocardial Infarction (from the National Registry of Myocardial Infarction).",true
"Time for a policy change for coronary artery calcium testing in asymptomatic people?",false
"A collection of bioconductor methods to visualize gene-list annotations.",true
"The development and testing of a brief ('gist-based') supplementary colorectal cancer screening information leaflet.",true
"The Effect of Telephone-Administered Cognitive-Behavioral Therapy on Quality of Life among Patients with Multiple Sclerosis.",true
"Comparative clinical benefits of systemic adjuvant therapy for paradigm solid tumors.",true
"Job Satisfaction of Primary Care Team Members and Quality of Care.",false
"Breast Cancer Outcomes After Diagnosis of Hormone-positive Breast Cancer and Subsequent Pregnancy in the Tamoxifen Era.",true
"Internet intervention for increasing physical activity in persons with multiple sclerosis.",false
"Correction: Expression and Function of Androgen Receptor Coactivator p44/Mep50/WDR77 in Ovarian Cancer.",true
"Impact of psychotherapy on insomnia symptoms in patients with depression and multiple sclerosis.",false
"Mapping mouse hemangioblast maturation from headfold stages.",true
"Comorbid anxiety disorders and treatment of depression in people with multiple sclerosis.",false
"Relaxant action of plumula nelumbinis extract on mouse airway smooth muscle.",true
"NMR Spectroscopy and Spectroscopic Imaging (to) the Investigation of CNS Diseases Excluding Cancer: NMR Metabolomics for Drug Discovery.",true
"Relationship between depression, fatigue, subjective cognitive impairment, and objective neuropsychological functioning in patients with multiple sclerosis.",false
"Interest in behavioral and psychological treatments delivered face-to-face, by telephone, and by internet.",true
"Continued Treatment Effect of Zoledronic Acid Dosing Every 12 vs 4 Weeks in Women With Breast Cancer Metastatic to Bone: The OPTIMIZE-2 Randomized Clinical Trial.",true
"Melanoma.",true
"Accounting for variation in technical quality and patient satisfaction: the contribution of patient, provider, team, and medical center.",false
"Perceived barriers to psychological treatments and their relationship to depression.",true
"Telephone-administered psychotherapy for depression in MS patients: moderating role of social support.",false
"Homodimerization of the death-associated protein kinase catalytic domain: development of a new small molecule fluorescent reporter.",true
"The selection and design of control conditions for randomized controlled trials of psychological interventions.",true
"The Non Muscle Myosin Light Chain Kinase Isoform is a Viable Molecular Target in Acute Inflammatory Lung Injury.",false
"Daily negative mood affects fasting glucose in type 2 diabetes.",false
"Team effectiveness and organizational context in the implementation of a clinical innovation.",false
"Primary prevention, aging, and cancer: overview and future perspectives.",true
"Perception of stiffness in laparoscopy - the fulcrum effect.",true
"Employment in multiple sclerosis. Exiting and re-entering the work force.",false
"Relationships among depressive symptoms, benefit-finding, optimism, and positive affect in multiple sclerosis patients after psychotherapy for depression.",false
"Guideline summary: use of epoetin and darbepoetin in patients with cancer-2007 american society of clinical oncology/american society of hematology clinical practice guideline update.",true
"The Use of Cognitive Task Analysis to Improve Instructional Descriptions of Procedures.",true
"Implementation of a clinical innovation: the case of advanced clinic access in the Department of Veterans Affairs.",false
"Frequent detection of acute primary HIV infection in men in Malawi.",true
"The influence of teamwork culture on physician and nurse resignation rates in hospitals.",false
"Research Techniques Made Simple: Methodology and Applications of Forster Resonance Energy Transfer (FRET) Microscopy.",true
"Improved detection of acute HIV-1 infection in sub-Saharan Africa: development of a risk score algorithm.",true
"Reduction in disability in a randomized controlled trial of telephone-administered cognitive-behavioral therapy.",false
"Alliance in two telephone-administered treatments: relationship with depression and health outcomes.",false
"From ScOOH to Sc O : Phase Control, Luminescent Properties, and Applications.",true
"Critical reevaluation of endothelial progenitor cell phenotypes for therapeutic and diagnostic use.",true
"A rim-and-spoke hypothesis to explain the biomechanical roles for cytoplasmic intermediate filament networks.",true
"Effectiveness of balloon valvuloplasty for palliation of mitral stenosis after repair of atrioventricular canal defects.",true
"RNA-seq Reveals Novel Transcriptome of Genes and Their Isoforms in Human Pulmonary Microvascular Endothelial Cells Treated with Thrombin.",true
"Stress and multiple sclerosis.",false
"Clinical depression versus distress among patients with type 2 diabetes: not just a question of semantics.",false
"Adherens Junctions and Desmosomes Coordinate Mechanics and Signaling to Orchestrate Tissue Morphogenesis and Function: An Evolutionary Perspective.",true
"Inhibition of melanoma angiogenesis by telomere homolog oligonucleotides.",true
"71-year-old woman with fever and altered mental status.",false
"Barriers to psychotherapy among depressed and nondepressed primary care patients.",false
"The desmoplakin/intermediate filament linkage regulates cell mechanics.",true
"Cognitive predictors of response to treatment for depression in multiple sclerosis.",false
"Bradyrhizobium huanghuaihaiense sp. nov., an effective symbiotic bacterium isolated from soybean (Glycine max L.) nodules in Northern (Huang-Huai-Hai) Plain of China.",true
"Predictors of posttraumatic stress in police and other first responders.",false
"Microglial p38alpha MAPK is a key regulator of proinflammatory cytokine up-regulation induced by toll-like receptor (TLR) ligands or beta-amyloid (Abeta).",true
"Therapeutic alliance mediates the relationship between interpersonal problems and depression outcome in a cohort of multiple sclerosis patients.",false
"Characteristics and Causes for Non-Accrued Clinical Research (NACR) at an Academic Medical Institution.",true
"Stress facilitates consolidation of verbal memory for a film but does not affect retrieval.",false
"Psychiatrists' self-reported adherence to evidence-based prescribing practices in the treatment of schizophrenia.",false
"Determination and documentation of the need for practice guidelines.",false
"The role of stress-response systems for the pathogenesis and progression of MS.",false
"Telephone-administered psychotherapy for depression.",false
"Intermediate Filaments and the Plasma Membrane.",true
"Treatment for depression and its relationship to improvement in quality of life and psychological well-being in multiple sclerosis patients.",false
"Depression and cortisol responses to psychological stress: a meta-analysis.",false
"Prevention and recovery of hibernating myocardium by microvascular repair.",true
"National Institute on Aging microarray facility--resources for gerontology research.",false
"TBP dynamics in living human cells: constitutive association of TBP with mitotic chromosomes.",false
"A temporal framework for understanding the effects of stressful life events on inflammation in patients with multiple sclerosis.",false
